site_name,latitude,longitude,state,com_type,commod1,dep_type,prod_size,dev_stat,ore,work_type,hrock_type,arock_type
Dame La Mano A Mina,-14.5311,-74.81635,Ayacucho,M,"Silver, Copper",,S,Prospect,Malachite,,Diorite,Diorite
Islacocha Mina,-14.70333,-73.87716,Ayacucho,N,Sulfur,,S,Prospect,,,"Tuff,Volcanic Breccia (Agglomerate)","Tuff,Volcanic Breccia (Agglomerate)"
Platinada Mina,-14.62166,-74.01716,Ayacucho,M,"Gold, Silver",,S,Prospect,,,Volcanic Breccia (Agglomerate),"Diorite,Volcanic Breccia (Agglomerate)"
Don Herbert No. 1 Mina,-14.50194,-74.34134,Ayacucho,M,"Lead, Zinc, Gold",,S,Prospect,,,Andesite,Andesite
Lolas,-6.74587,-78.60951,Cajamarca,M,"Silver, Lead, Copper",,S,Prospect,,,,
Punto Victoria Seis,-6.74587,-78.60951,Cajamarca,M,"Copper, Silver",,S,Prospect,,,Limestone,"Monzonite,Diorite"
Santander,-6.37199,-78.81507,Cajamarca,M,"Gold, Copper, Silver",,S,Prospect,Malachite,,Limestone,Monzonite
Santa Marta,-6.73948,-78.57284,Cajamarca,M,"Zinc, Silver, Lead",,S,Prospect,Galena,,Limestone,Monzonite
Los Negros,-6.75753,-78.60979,Cajamarca,M,"Zinc, Copper, Lead, Silver",,N,Prospect,,,Limestone,Diorite
Vista Alegre,-7.36556,-78.57422,Cajamarca,M,"Copper, Silver, Gold",,S,Prospect,,,Quartzite,Andesite
Aurora Y Patricia,-7.11696,-78.28172,Cajamarca,M,"Copper, Lead, Silver, Gold",,S,Prospect,,,Dacite,Dacite
Yanacancha,-6.74587,-78.60951,Cajamarca,N,Graphite,,S,Prospect,,Underground,Tuff,
Los Tres Amigos,-6.7367,-78.66007,Cajamarca,M,"Gold, Silver, Copper",,S,Prospect,,Surface/Underground,Limestone,Diorite
"Antonio Raymondi, Mina",-15.08664,-71.08015,Cusco,M,"Lead, Silver",,U,Prospect,,,Dacite,
"Manto Dorado No. 8, Prospecto.",-15.15997,-71.03709,Cusco,M,"Silver, Copper",,S,Prospect,,Underground,Dacite,
"Tanash, Unidad Minera",-9.85212,-77.05557,Huanuco,M,"Lead, Silver, Zinc",,S,Prospect,Galena,,Limestone,Monzonite
"Santa Rosa Delta, Mina",-8.648,-77.06919,Huanuco,M,Copper,,N,Prospect,,,Limestone,
"Perseguida, Mina",-9.85212,-77.05557,Huanuco,M,"Silver, Zinc, Lead",,S,Prospect,Galena,,Limestone,Monzonite
"Recuerdo, Mina",-9.85212,-77.05557,Huanuco,M,"Lead, Silver, Zinc",,S,Prospect,Galena,,Limestone,Monzonite
Carmen Mina,-13.41448,-74.99968,Huancavelica,M,"Silver, Zinc, Copper, Lead",,S,Prospect,,Underground,Andesite,Volcanic Rock (Aphanitic)
"Gaby V, Prospecto",-8.09192,-78.1506,La Libertad,N,Graphite,,Y,Prospect,,,Clastic Sedimentary Rock,
"San Juan, Prospecto",-11.38178,-75.63221,Junin,M,"Copper, Silver",,Y,Prospect,,Underground,Conglomerate,
"Palcamayoc, Prospecto",-11.28928,-75.7686,Junin,M,Zinc,,S,Prospect,Galena,,Limestone,
"La Mona, Mina",-11.19929,-76.28694,Junin,N,Calcium,,S,Prospect,,Surface,Conglomerate,
"El Porvenir, Mina",-11.59566,-76.13389,Junin,M,Silver,,S,Prospect,Galena,,Limestone,"Monzonite,Basalt"
"Caja De Ahorros, Prospecto",-11.5951,-76.13389,Junin,M,Silver,,Y,Prospect,,Underground,Monzonite,Monzonite
"Enano, Prospecto",-11.5951,-76.13389,Junin,M,"Zinc, Lead, Silver",,S,Prospect,Galena,Underground,Limestone,Andesite
"Desgraciada, Mina",-11.79148,-75.97139,Junin,M,"Zinc, Lead, Silver",,S,Prospect,,,,
"Restauradora, Prospecto",-11.54149,-76.32583,Junin,M,"Zinc, Copper, Lead, Silver",,S,Prospect,,,,Plutonic Rock
"Paca Recuperada, Mina",-11.60316,-76.09583,Junin,M,"Lead, Silver",,S,Prospect,,,,
"Prospecto, Mina",-11.49789,-75.4997,Junin,M,"Copper, Lead, Silver, Gold, Zinc",,S,Prospect,,,,"Volcanic Rock (Aphanitic),Andesite"
"Cotorcanchan No. 3, Mina",-11.22207,-76.10222,Lima,M,"Gold, Silver, Lead, Zinc",,N,Prospect,Galena,Surface,Dolomite,
"Buena Suerte, Mina",-7.74804,-77.58309,La Libertad,M,Copper,,S,Prospect,,,Conglomerate,
"Suyubamba, Mina",-7.8286,-77.56809,La Libertad,M,Gold,,S,Prospect,Galena,,"Metavolcanic Rock,Volcanic Rock (Aphanitic)","Diorite,Andesite"
"Willard, Mina",-7.79026,-78.9409,La Libertad,M,"Copper, Silver, Gold",,N,Prospect,Argentite,,Clastic Sedimentary Rock,Diorite
"Maria Cecilia, Mina",-7.77693,-77.86588,La Libertad,M,Gold,,U,Prospect,,,,
"Senor De La Piedad, Mina",-7.95303,-78.79479,La Libertad,N,"Limestone, General, Marble, Dimension",,U,Prospect,,Surface,Clastic Sedimentary Rock,
"Shiran, Mina",-7.99136,-78.75146,La Libertad,N,"Limestone, General, Marble, Dimension",,U,Prospect,,Surface,Clastic Sedimentary Rock,
"Yolanda, Mina",-8.06136,-78.45478,La Libertad,N,"Clay, Kaolin",,Y,Prospect,,,Volcanic Rock (Aphanitic),
"Cerro El Alizar, Mina",-7.88971,-78.1381,La Libertad,N,Kaolin,,S,Prospect,,Surface,Clastic Sedimentary Rock,
"Shella I, Mina",-8.08914,-78.14616,La Libertad,N,Graphite,,Y,Prospect,,,Clastic Sedimentary Rock,
"Magia Blanca, Mina",-7.82332,-78.41922,La Libertad,N,Graphite,,Y,Prospect,,,Clastic Sedimentary Rock,
"Brigida #1, Mina",-7.90387,-78.57339,La Libertad,N,Graphite,,Y,Prospect,,,Volcanic Rock (Aphanitic),Andesite
"Valle Solitana, Mina",-7.82332,-78.41922,La Libertad,M,Manganese,,Y,Prospect,,,Volcanic Rock (Aphanitic),Andesite
"Escalerilla, Mina",-7.99802,-77.99976,La Libertad,M,"Lead, Copper, Zinc",,Y,Prospect,Galena,,Clastic Sedimentary Rock,Diorite
"Huaypetue, Yacimiento",-12.87589,-70.56208,Madre De Dios,M,Gold,,Y,Prospect,,,,
"El Angel, Mina",-16.36271,-70.85875,Moquegua,M,"Lead, Zinc, Silver",,S,Prospect,Galena,,Andesite,
Laura Prospecto,-17.8421,-70.04123,Tacna,M,Copper,,N,Prospect,,,Diorite,
Hierro Morrito Yacimiento Veta A,-17.89433,-70.82347,Tacna,M,Iron,,N,Prospect,,,Diorite,Diorite
Hierro Morrito Yacimiento Veta F,-17.89433,-70.82347,Tacna,M,Iron,,N,Prospect,,,Diorite,Diorite
Javier Mina,-17.81433,-70.98291,Tacna,M,Copper,,N,Prospect,Malachite,Surface,Diorite,Diorite
Abancay,-13.58113,-72.91631,Apurimac,M,"Copper, Silver, Gold, Lead, Zinc",,N,Prospect,"Chalcopyrite, Galena, Sphalerite",,,
Cerro Corona,-6.99807,-78.49978,,M,"Molybdenum, Copper, Gold",,N,Prospect,Quartz,,Volcanic Rock (Aphanitic),
"Vicunita, Mina",-11.81759,-75.83721,Junin,M,"Copper, Gold, Silver",,S,Prospect,,,Limestone,Monzonite
"San Alfonso, Prospecto",-11.60316,-76.09583,Junin,M,"Zinc, Copper, Lead, Silver",,S,Prospect,,,,
"Relatividad, Mina",-7.75554,-78.30617,La Libertad,M,"Copper, Lead, Silver",,Y,Prospect,,,Clastic Sedimentary Rock,"Dacite,Andesite"
"El Toro, Mina",-7.81054,-78.04477,La Libertad,M,Gold,,S,Prospect,,,Quartzite,Diorite
"Yerbahuma, Mina",-14.08112,-72.49963,Apurimac,M,Gold,,U,Past Producer,,,Quartzite,Granite
"Santa Rita De Jirac, Mina",-9.5713,-77.71143,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,Galena,,"Quartzite,Schist",Diorite
"San Mateo, Mina",-10.08127,-77.91644,Ancash,M,"Gold, Copper",,Y,Past Producer,Galena,,Shale,"Tonalite,Diorite"
"Angelito 4, Mina",-9.80074,-77.51865,Ancash,M,"Lead, Silver",,Y,Past Producer,Galena,,Andesite,Andesite
"Santa Hilaria, Mina",-9.98128,-77.16642,Ancash,M,"Copper, Zinc, Lead, Silver",,Y,Past Producer,Galena,,Limestone,Diorite
"Santa Teresita, Mina",-9.91462,-77.08307,Ancash,M,"Lead, Silver",,Y,Past Producer,Galena,,Limestone,
"Edith Primera, Mina",-9.95073,-77.74976,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,,,,
"Sandra, Mina",-8.89799,-78.01644,Ancash,M,"Silver, Gold",,Y,Past Producer,Galena,,,
"Santa Teresita, Mina",-10.3146,-77.18308,Ancash,M,"Lead, Silver",,Y,Past Producer,,Underground,"Quartzite,Limestone",Granite
"El Cid, Mina.",-8.19802,-77.83309,Ancash,M,"Lead, Silver",,Y,Past Producer,Galena,,Limestone,
"Potosi, Mina",-8.23135,-78.26645,Ancash,M,"Lead, Silver",,S,Past Producer,,,,
"Pascua De Carhuarami, Mina",-9.48408,-77.82754,Ancash,M,"Lead, Silver",,Y,Past Producer,,,,
"Calpa, Unidad Minera",-15.99771,-73.66632,Arequipa,M,Gold,,Y,Past Producer,,,"Diorite,Volcanic Rock (Aphanitic)",Diorite
"El Lavadero, Mina",-16.50603,-71.50793,Arequipa,M,Copper,,Y,Past Producer,,,Volcanic Rock (Aphanitic),
"El Diablo, Mina",-15.16442,-71.83294,Arequipa,M,"Silver, Gold",,S,Past Producer,,Underground,Volcanic Rock (Aphanitic),
Maria Del Carmen Nro.1 Mina,-13.91251,-74.02272,Ayacucho,M,Copper,,S,Past Producer,Malachite,Underground,Limestone,
Quebrada San Pedro,-13.29782,-75.86638,Ica,M,Copper,,Y,Past Producer,,,,
"Santa Juana, Mina",-9.85767,-77.04613,Huanuco,M,"Lead, Silver, Zinc, Copper",,S,Past Producer,Galena,,,Granite
"Ispac, Mina",-9.79463,-77.10642,Huanuco,M,"Silver, Lead, Zinc",,M,Past Producer,Galena,,Limestone,Granite
"Fundina, Mina",-10.30126,-75.96639,Huanuco,M,Silver,,S,Past Producer,,Unknown,Shale,
"San Martin De Porres, Mina",-9.6674,-76.46917,Huanuco,M,Copper,,S,Past Producer,Malachite,,"Schist,Plutonic Rock",Granite
Chillicoipa,-17.21435,-69.89955,Tacna,N,Boron-Borates,,S,Past Producer,"Borax, Ulexite",,Lake Sediments,Andesite
"Blanca, Cantera",-13.57698,-76.14139,Ica,N,Bentonite,,Y,Past Producer,,,"Bentonite,Shale",
"El Progreso, Cantera",-14.96609,-74.86746,Ica,N,Bentonite,,Y,Past Producer,,,"Bentonite,Shale",Diorite
"Cps-151, Cantera",-15.37553,-75.05386,Ica,N,Bentonite,,Y,Past Producer,,,"Bentonite,Shale",
"Muralla, Cantera",-13.5867,-75.56637,Ica,N,"Stone, Dimension",,Y,Past Producer,,Surface,Limestone,Diorite
"Reynas, Minas",-13.85891,-75.6497,Ica,M,"Silver, Copper",,Y,Past Producer,,,Diorite,Diorite
"Monte Keka, Mina",-13.99223,-75.59553,Ica,M,"Copper, Silver",,Y,Past Producer,,Underground,Monzonite,
Mina Quitasol,-13.63114,-75.51637,Ica,M,"Silver, Copper",,Y,Past Producer,Malachite,,Limestone,Diorite
"Sarayparca, Mina",-14.50056,-75.1358,Ica,M,Gold,,Y,Past Producer,,,,
"Bolivar, Mina",-13.73113,-75.71638,Ica,M,Copper,,Y,Past Producer,,,Diorite,Diorite
"Chazacas, Mina",-13.63114,-75.51637,Ica,M,"Silver, Copper",,Y,Past Producer,Malachite,,Limestone,Diorite
"Noviembre, Mina",-14.21751,-75.44803,Ica,M,"Copper, Silver",,Y,Past Producer,,,,
"Luchumarca, Mina",-13.33115,-75.84971,Ica,M,Copper,,Y,Past Producer,,,,
"Liz No. 7, Mina",-12.69784,-76.32028,Lima,M,"Silver, Copper",,Y,Past Producer,Malachite,Surface/Underground,"Hornfels,Quartzite,Shale","Diorite,Andesite"
"Santa Cruz, Mina",-10.49793,-76.30389,Pasco,M,"Antimony, Silver",,S,Past Producer,,,Slate,
"El Lucero, Mina",-10.61292,-76.16972,Pasco,M,"Copper, Silver, Gold",,Y,Past Producer,,Underground,Quartzite,
"Ongon No. 3, Mina",-10.45543,-76.4764,Pasco,M,"Silver, Lead, Zinc, Copper",,Y,Past Producer,Galena,Underground,,
"San Jorge, Mina",-10.82791,-75.98472,Pasco,M,"Lead, Silver, Zinc",,S,Past Producer,,Underground,Limestone,
"Sarita No. 1, Mina",-14.2986,-69.31677,Puno,M,"Copper, Silver",,S,Past Producer,,Surface/Underground,Volcanic Rock (Aphanitic),"Monzonite,Diorite,Andesite"
"Cecilia, Mina",-14.46277,-70.05956,Puno,M,"Lead, Silver, Zinc",,S,Past Producer,,Underground,"Quartzite,Shale,Limestone",
"Carmen, Mina",-15.08442,-70.41624,Puno,M,"Lead, Silver, Copper",,S,Past Producer,,Underground,,
"Casa De Plata, Mina",-14.26445,-70.01623,Puno,M,"Lead, Silver",,S,Past Producer,,Underground,,
"Don Arturo, Mina",-14.26777,-69.96706,Puno,M,"Lead, Silver, Copper",,Y,Past Producer,,Underground,"Diorite,Shale,Limestone",
"Tupac Amaru No. 19, Mina",-16.5477,-69.05453,Puno,M,"Copper, Silver",Manto,S,Past Producer,,,,
"Los Rosales No. 12, Mina",-16.5477,-69.05453,Puno,M,"Silver, Copper",Manto,S,Past Producer,Malachite,Surface,,
"San Antonio No. 9, Mina",-14.41944,-70.04067,Puno,M,"Silver, Zinc, Lead",,Y,Past Producer,Galena,,Limestone,
"San Antonio No. 2, Mina",-14.4186,-70.1554,Puno,M,"Copper, Silver",,S,Past Producer,,,Slate,
"Tupac Amaru No. 25, Mina",-16.5477,-69.05453,Puno,M,Copper,,S,Past Producer,"Atacamite, Malachite",,,
"Aladino, Mina",-15.84605,-70.32374,Puno,M,"Gold, Silver, Copper",,S,Past Producer,Malachite,Underground,,
"4 De Julio, Mina",-14.96275,-69.87123,Puno,M,Copper,,S,Past Producer,Malachite,Surface/Underground,,
"Leonor, Mina",-14.41694,-70.41874,Puno,M,"Lead, Zinc, Silver",,S,Past Producer,,Surface/Underground,Limestone,
"Sargento Segundo, Mina",-16.5477,-69.05453,Puno,M,"Silver, Copper",Manto,S,Past Producer,,,,
"San Salvador No. 17, Mina",-15.59773,-70.67291,Puno,M,"Copper, Silver",,S,Past Producer,Malachite,,Andesite,Andesite
"Santa Rosa De Patambuco, Mina",-14.44721,-69.71873,Puno,M,"Silver, Copper, Lead",,S,Past Producer,,Surface/Underground,Slate,
"La Mal Pagada, Mina",-13.81418,-70.83458,Puno,M,"Lead, Silver",,S,Past Producer,,Underground,Andesite,Andesite
"Cahuide, Mina",-13.81418,-70.83458,Puno,M,"Tungsten, Antimony",,S,Past Producer,,,Trachyte,Trachyte
"Copacabana, Mina",-15.80911,-70.59401,Puno,M,"Copper, Silver",,S,Past Producer,Galena,Underground,Volcanic Rock (Aphanitic),Granite
"Cordova A, Mina",-14.0725,-69.53233,Puno,M,"Copper, Gold",,S,Past Producer,,,Tonalite,Tonalite
"Rosa Tingacha-Dos, Mina",-14.52833,-70.2229,Puno,M,"Silver, Lead, Copper",,S,Past Producer,,,Diorite,Diorite
"Miguel Angel No. 1, Mina",-13.99778,-70.30846,Puno,M,"Copper, Silver",,S,Past Producer,,,Andesite,Andesite
Estrella Mina,-17.3199,-70.53985,Tacna,M,"Copper, Silver",,Y,Past Producer,Malachite,,Diorite,
Navidad Segunda Concesion,-17.83794,-70.0315,Tacna,M,Copper,,Y,Past Producer,,,Diorite,
"Los Colorados, Mina",-17.72544,-70.47735,Tacna,M,Copper,,Y,Past Producer,,,Monzonite,
Loco Cantera,-18.34043,-70.37289,Tacna,N,"Limestone, General",,Y,Past Producer,,,,
Hospicio Mine,-18.18932,-70.26623,Tacna,N,Halite,,S,Past Producer,,,,
Manto Verde Mine,-17.88099,-69.99954,Tacna,M,Copper,Vein,S,Past Producer,,,Sandstone,
Curibaya 2 Mine,-17.34767,-70.28289,Tacna,M,"Silver, Lead, Copper, Antimony",Vein,S,Past Producer,"Chalcopyrite, Galena",,Andesite,
Chucatamani Mine,-17.56434,-70.16623,Tacna,M,Magnesite,"Evaporite, Continental",S,Past Producer,Epsomite,,,
Chapi Area,-16.79769,-71.33292,Moquegua,M,Copper,Manto,Y,Past Producer,"Atacamite, Chalcanthite, Chalcocite, Chalcopyrite, Chrysocolla, Cuprite, Malachite, Tenorite",,"Quartzite,Shale,Limestone,Volcanic Rock (Aphanitic)",
Maria Esperanza,-11.13512,-75.40248,Junin,M,"Lead, Zinc",,S,Past Producer,"Galena, Sphalerite",,"Limestone,Dolomite",
Elenita,-11.92537,-76.54973,Lima,M,"Lead, Zinc",,S,Past Producer,"Galena, Pyrite, Sphalerite",,"Volcanic Rock (Aphanitic),Volcanic Breccia (Agglomerate)",
Diomedes Mine,-8.89577,-77.90338,Ancash,M,"Lead, Silver",Vein,S,Past Producer,"Argentite, Galena, Malachite",,Tuff,
Prospect South of Honca Mine,-9.18937,-77.90005,Ancash,M,"Lead, Zinc",,N,Past Producer,"Galena, Pyrite, Sphalerite",,Quartzite,
Capalo Mine,-9.16492,-77.9081,Ancash,M,"Lead, Zinc, Silver",Vein,S,Past Producer,"Pyrite, Sphalerite",,"Shale,Sandstone,Limestone",
Santa Damilia Prospect,-9.12576,-77.85587,Ancash,M,"Silver, Lead, Zinc",Vein,S,Past Producer,"Enargite, Galena, Pyrite, Sphalerite",,Quartzite,
Buena Fe Mine,-9.12492,-77.83809,Ancash,M,"Lead, Zinc",,S,Past Producer,"Galena, Pyrite, Sphalerite",,"Quartzite,Shale,Sandstone",Granite
Quebrada Quirhac Mine,-9.37658,-77.65809,Ancash,M,"Zinc, Silver, Lead",,S,Past Producer,"Galena, Pyrite, Sphalerite",,Andesite,
Tres Hermanos Prospect,-9.47519,-77.60504,Ancash,M,"Zinc, Lead",,S,Past Producer,"Galena, Pyrite, Sphalerite",,Volcanic Rock (Aphanitic),
Name Unknown Mine On Cerro Pillac,-9.87378,-77.62254,Ancash,M,Silver,,U,Past Producer,Pyrite,,Andesite,
Mines On Cerro Pucar,-9.75768,-77.54059,Ancash,M,Silver,Vein,S,Past Producer,"Galena, Pyrite, Sphalerite, Tetrahedrite",,Volcanic Rock (Aphanitic),
Machan Mine,-10.51487,-76.19555,Pasco,M,"Zinc, Lead, Silver",,S,Past Producer,"Anglesite, Aurichalcite, Calamine, Galena, Hydrozincite, Malachite, Plumbojarosite",,Sandstone,"Dacite,Andesite"
Ispac Mine,-9.79296,-77.09336,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,"Galena, Pyrite, Sphalerite",,Limestone,Granite
Perla Prospect,-9.85767,-77.0578,Huanuco,M,"Silver, Zinc, Lead",,S,Past Producer,"Galena, Marmatite, Pyrite",,Limestone,
Contonga,-9.48269,-77.07057,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,"Chalcopyrite, Pyrite, Sphalerite",,Limestone,
Aida Mine,-10.22822,-76.95807,Ancash,M,"Zinc, Silver, Lead",,S,Past Producer,"Galena, Pyrite, Pyrrhotite, Sphalerite",,Limestone,
Siberia Mine,-10.00017,-77.20753,Ancash,M,"Zinc, Silver, Lead",,S,Past Producer,"Chalcopyrite, Galena, Pyrite, Sphalerite",,Limestone,Diorite
Santa Elena,-9.92295,-77.05835,Ancash,M,"Lead, Silver, Zinc",Vein,S,Past Producer,"Galena, Pyrite, Sphalerite, Tetrahedrite",,Limestone,
Rascacielo Mine,-9.92434,-77.04335,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,"Chalcopyrite, Galena, Pyrite, Sphalerite",,Limestone,
Fortuna Mine,-9.94934,-77.04196,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,"Galena, Pyrite, Sphalerite",,Limestone,
"Elicita, Mina",-17.86433,-70.96625,Tacna,M,Copper,,Y,Past Producer,Malachite,Underground,Diorite,Diorite
"Senor De Burgos, Mina",-9.78129,-77.48309,Ancash,M,"Silver, Zinc, Lead, Copper",,S,Producer,,Underground,Andesite,Andesite
"Fortuna, Mina",-8.16469,-77.91644,Ancash,M,"Copper, Silver, Tungsten",,S,Producer,,,Quartzite,Diorite
"Chacpar, Mina",-9.51463,-72.3663,Ancash,M,"Zinc, Lead, Silver",,S,Producer,,,,
"Nuestra Senora Del Rosario, Mina",-9.83962,-77.84143,Ancash,M,"Zinc, Lead, Silver",,S,Producer,,,Andesite,Andesite
"Mi Porvenir, Mina",-9.64796,-77.16642,Ancash,M,"Lead, Zinc, Silver",,S,Producer,Galena,,Quartzite,
"Animas, Mina",-8.89855,-78.25256,Ancash,M,"Silver, Copper",,S,Producer,Galena,,Limestone,Diorite
"Santa Elenita, Mina",-9.75629,-77.53865,Ancash,M,"Silver, Copper, Lead, Zinc",,S,Producer,Galena,,Volcanic Breccia (Agglomerate),"Volcanic Breccia (Agglomerate),Dacite"
"Milagritos, Mina",-10.26461,-77.41642,Ancash,M,"Copper, Silver",,Y,Producer,Galena,Underground,Volcanic Rock (Aphanitic),Andesite
"Monte De Chiripac, Mina",-9.88128,-77.01641,Ancash,M,"Copper, Zinc, Lead, Silver",,S,Producer,Galena,,,Diorite
"Garroza, Mina",-9.16465,-77.41642,Ancash,M,"Zinc, Silver, Lead",,S,Producer,Galena,,"Slate,Quartzite","Diorite,Granite"
"Ishihuinca Y Otros, Distrito Minero",-15.77051,-73.36353,Arequipa,M,Gold,,L,Producer,,,"Tuff,Volcanic Breccia (Agglomerate),Andesite","Diorite,Andesite"
Machucruz Mina,-14.6061,-74.28245,Ayacucho,M,"Lead, Zinc, Silver",,S,Producer,Galena,Underground,"Diorite,Tuff",Diorite
Rio Apurimac Mina,-12.5859,-73.99965,Ayacucho,M,"Lead, Silver",,S,Producer,,,"Slate,Shale",
San Judas Tadeo Iv,-7.38417,-79.08952,Cajamarca,M,"Tungsten, Zinc, Copper, Lead, Silver",,M,Producer,,,,Diorite
"Holmio, Mina.",-13.32364,-71.96628,Cusco,M,Copper,,N,Producer,,Underground,Slate,Diorite
"Gran San Cristobal, Mina.",-13.44781,-72.28295,Cusco,M,"Silver, Copper",,S,Producer,Malachite,Surface/Underground,Conglomerate,Diorite
"Guido Daniel, Mina.",-13.30698,-72.35379,Cusco,M,"Copper, Silver",,S,Producer,Malachite,Surface,,
Salinera Occopata,-13.60336,-71.98294,Cusco,B,Halite,,M,Producer,,Underground,,
"Nuevo Tres Cruces No. 1-A, Mina.",-13.54724,-70.87542,Cusco,M,"Copper, Silver, Gold",,S,Producer,,Underground,Limestone,Diorite
"Cahuide, Mina.",-13.78223,-70.79486,Cusco,M,Tungsten,,M,Producer,,Underground,Volcanic Rock (Aphanitic),Andesite
"Larrea P2, Mina.",-13.12976,-72.98853,Cusco,M,"Zinc, Lead, Silver",,S,Producer,Galena,,"Slate,Shale,Limestone",
"Los Brillantes, Mina",-9.20631,-76.53723,Huanuco,M,"Silver, Lead, Copper, Zinc",,S,Producer,Galena,,"Quartzite,Volcanic Rock (Aphanitic)",Andesite
"Labor Pata, Sitio",-10.15072,-76.37973,Huanuco,M,"Silver, Lead, Copper",,S,Producer,Galena,Underground,"Slate,Conglomerate,Limestone",Diorite
"Yunqui, Mina",-12.79784,-74.98025,Huancavelica,M,Mercury,,S,Producer,,,,
"Luna De Plata, Mina",-12.6784,-75.04136,Huancavelica,M,"Silver, Lead, Zinc",,S,Producer,,,Limestone,Diorite
"El Olivo, Mina",-13.04366,-75.06636,Huancavelica,M,"Lead, Zinc, Silver",,S,Producer,Galena,,Volcanic Rock (Aphanitic),"Conglomerate,Volcanic Rock (Aphanitic)"
"Ursula No. 1, Mina",-12.75701,-74.99968,Huancavelica,M,"Silver, Lead",,S,Producer,,,Limestone,
"Prosperidad No. 1, Mina",-13.20338,-75.23026,Huancavelica,M,"Zinc, Lead, Silver",,S,Producer,,,Andesite,
"Relampago No. 6, Mina",-13.59781,-75.41359,Huancavelica,M,"Silver, Copper",,U,Producer,,,,
"Luna 3, Mina",-13.59781,-75.34414,Huancavelica,M,"Zinc, Lead, Silver",,S,Producer,,,"Tuff,Volcanic Breccia (Agglomerate)",
"Bentonita Quimica Peruana, Cantera",-13.8978,-76.28305,Ica,N,Bentonite,,S,Producer,,,"Bentonite,Shale",
"Muruhuay, Cantera",-15.03943,-75.40387,Ica,N,"Marble, Dimension, Stone, Dimension",,S,Producer,,,"Schist,Limestone,Dolomite","Monzonite,Diorite"
"Piedras Azules, Cantera",-14.21446,-76.01638,Ica,N,Dolomite,,S,Producer,,,,Alluvium
"Cuartillo, Mina",-13.8728,-75.66638,Ica,M,Copper,,Y,Producer,Atacamite,Underground,Diorite,
"Sepulveda, Mina",-13.86169,-75.65526,Ica,M,"Silver, Copper",,Y,Producer,,Underground,Diorite,
"Carhuacayan, Mina",-11.19929,-76.28694,Junin,M,"Lead, Zinc",,M,Producer,Galena,,Andesite,Andesite
"Buena Virgen De Lourdes, Mina",-12.14286,-76.89974,Lima,N,Stone,Stock,U,Producer,,Surface,,Diorite
"Siberia, Mina",-11.87704,-76.25055,Lima,M,"Silver, Lead, Copper, Zinc",,Y,Producer,Galena,,,Andesite
"Coricancha, Mina",-11.84787,-76.24972,Lima,M,"Gold, Silver, Copper, Zinc, Lead",,S,Producer,,Underground,,Volcanic Rock (Aphanitic)
"La Purisima, Mina",-11.84787,-76.24972,Lima,M,"Copper, Silver, Lead, Zinc",,S,Producer,Galena,Underground,,Volcanic Rock (Aphanitic)
"Diez De Diciembre, Mina",-11.84787,-76.24972,Lima,M,Silver,,S,Producer,,Underground,Dacite,Dacite
"Accion, Cantera",-12.08536,-76.87891,Lima,N,"Sand and Gravel, Construction",,S,Producer,,Surface,,
"Florida, Mina",-8.29635,-78.70979,La Libertad,M,"Copper, Silver",,Y,Producer,,,Plutonic Rock,Diorite
"Julia, Mina",-12.62562,-70.09818,Madre De Dios,M,Gold,,S,Producer,,,,
"Santa Elena, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"33 Narices, Prospecto",-12.80283,-70.01207,Madre De Dios,M,Gold,,S,Producer,,,,
"Pamaguaca, Prospecto",-12.90921,-69.66178,Madre De Dios,M,Gold,,S,Producer,,,,
"El Porvenir De 1976, Mina",-10.3896,-76.24972,Pasco,M,"Silver, Zinc, Lead",,S,Producer,,Underground,Limestone,
Tambo Grande,-4.72818,-80.14982,Piura,M,"Zinc, Copper, Silver",,M,Producer,Galena,,Andesite,Diorite
"Ancoccala, Mina",-14.93525,-70.3154,Puno,M,"Tin, Gold",Placer,S,Producer,,Surface,"Slate,Quartzite",
"Oromayo, Prospecto",-13.20225,-70.33124,Puno,M,Gold,,S,Producer,,,,
"Lopez, Prospecto",-6.74809,-76.38306,San Martin,N,"Halite, Gypsum-Anhydrite",,S,Producer,,,,
San Javier Millonario Mina,-17.86016,-70.01678,Tacna,M,Copper,,Y,Producer,Malachite,,Limestone,
Leonora Mina,-17.67405,-69.97344,Tacna,M,"Zinc, Lead, Silver",,Y,Producer,Galena,Underground,Andesite,
Asuncion Mina Manto De Plomo 1,-17.69766,-69.92538,Tacna,M,"Lead, Zinc",Manto,Y,Producer,Galena,,,Diorite
Asuncion Mina Manto Cobre 50,-17.69766,-69.92538,Tacna,M,Copper,Manto,Y,Producer,Malachite,,,Diorite
Quenane Mina Veta Q-1,-17.74349,-69.93288,Tacna,M,Copper,,Y,Producer,Malachite,,Andesite,Diorite
"Libertad, Mina",-17.80877,-70.08289,Tacna,M,Copper,,Y,Producer,,,Diorite,
